"","Company","Specific_Bean_Origin_or_Bar_Name","REF","Review_Date","Cocoa_Percentage","Company_Location","Rating","Broad_Bean_Origin","Bitter"
"292","Cacao Hunters","Boyaca, Aprocampa Coop, Pauna",1434,2014,69,"Colombia",2.75,"Colombia","yes"
"293","Cacao Hunters","Arauca",1434,2014,70,"Colombia",3.25,"Colombia","yes"
"294","Cacao Market","Jutiapa, lot 050916D",1860,2016,70,"U.S.A.",3.5,"Honduras","yes"
"295","Cacao Prieto","Criollo, Dominican Republic",991,2012,72,"U.S.A.",3.75,"Dominican Republic","yes"
"296","Cacao Prieto","Dominican Republicm, rustic",641,2011,72,"U.S.A.",3,"Dominican Republic","yes"
"297","Cacao Prieto","Dominican Republic",641,2011,66,"U.S.A.",3.75,"Dominican Republic","yes"
"298","Cacao Prieto","Dominican Republic, rustic",647,2011,65,"U.S.A.",3.25,"Dominican Republic","yes"
"299","Cacao Sampaka","Mahali, Kasai",1908,2016,70,"Spain",3.5,"Congo","yes"
"300","Cacao Sampaka","Madagascar",508,2010,71,"Spain",3.5,"Madagascar","yes"
"301","Cacao Sampaka","Ecuador",523,2010,71,"Spain",3.75,"Ecuador","yes"
"302","Cacao Sampaka","Papua",523,2010,71,"Spain",4,"Papua New Guinea","yes"
"303","Cacao Sampaka","Grenada",537,2010,71,"Spain",3.25,"Grenada","yes"
"304","Cacao Sampaka","Venezuela",537,2010,71,"Spain",3.5,"Venezuela","yes"
"305","Cacao Sampaka","Venezuela",537,2010,77,"Spain",3.5,"Venezuela","yes"
"306","Cacao Sampaka","Porcelana, Tabasco, La Joya",336,2009,70,"Spain",4,"Mexico","yes"
"307","Cacao Sampaka","Xoconusco, Chiapas",346,2009,70,"Spain",4,"Mexico","yes"
"308","Cacao Store","Madagascar",1684,2015,70,"Japan",3,"Madagascar","yes"
"309","Cacao Store","Peru",1684,2015,70,"Japan",3.25,"Peru","yes"
"310","Cacao Store","Vietnam",1684,2015,70,"Japan",3.5,"Vietnam","yes"
"311","Cacaosuyo (Theobroma Inversiones)","Piura",1173,2013,70,"Peru",3.25,"Peru","yes"
"312","Cacaoyere (Ecuatoriana)","Amazonia",237,2008,63,"Ecuador",3.5,"Ecuador","yes"
"313","Cacaoyere (Ecuatoriana)","Esmeraldas",237,2008,71,"Ecuador",3.5,"Ecuador","yes"
"314","Cacaoyere (Ecuatoriana)","Bolivar",245,2008,82,"Ecuador",2.5,"Ecuador","yes"
"315","Cacaoyere (Ecuatoriana)","Pichincha",259,2008,91,"Ecuador",1.5,"Ecuador","yes"
"316","Callebaut","Grenade",296,2008,60,"Belgium",2.75,"Grenada","no"
"317","Callebaut","Baking",141,2007,70,"Belgium",1,"Ecuador","yes"
"318","C-Amaro","Cuba",1442,2014,75,"Italy",2.5,"Cuba","yes"
"319","C-Amaro","Dominican Republic",1442,2014,72,"Italy",3,"Dominican Republic","yes"
"320","C-Amaro","Ecuador",1185,2013,100,"Italy",3.5,"Ecuador","yes"
"321","C-Amaro","Venezuela",809,2012,80,"Italy",3,"Venezuela","yes"
"322","C-Amaro","Sao Tome",749,2011,78,"Italy",2.25,"Sao Tome","yes"
"323","C-Amaro","Trinidad",765,2011,70,"Italy",2.5,"Trinidad","yes"
"324","Cao","Porcelana",1804,2016,75,"U.S.A.",2.5,"Venezuela","yes"
"325","Cao","Tanzania",1804,2016,73,"U.S.A.",2.75,"Tanzania","yes"
"326","Cao","Porcelana, Batch 5163",1804,2016,70,"U.S.A.",3,"Venezuela","yes"
"327","Cao","Bolivia",1808,2016,75,"U.S.A.",3,"Bolivia","yes"
"328","Cao","Brazil",1808,2016,70,"U.S.A.",3.25,"Brazil","yes"
"329","Caoni (Tulicorp)","Esmeraldas",237,2008,77,"Ecuador",2,"Ecuador","yes"
"330","Caoni (Tulicorp)","Manabi",237,2008,77,"Ecuador",2.5,"Ecuador","yes"
"331","Caoni (Tulicorp)","Los Rios",245,2008,77,"Ecuador",2.75,"Ecuador","yes"
"332","Caoni (Tulicorp)","Manabi",266,2008,55,"Ecuador",3,"Ecuador","no"
"333","Caoni (Tulicorp)","Los Rios",269,2008,55,"Ecuador",3.25,"Ecuador","no"
"334","Caoni (Tulicorp)","Esmeraldas",269,2008,55,"Ecuador",3.5,"Ecuador","no"
"335","Captain Pembleton","Saidor Estate, Madang P.",1263,2014,70,"New Zealand",3.5,"Papua New Guinea","yes"
"336","Captain Pembleton","Kulili Estate",1263,2014,70,"New Zealand",3.75,"Papua New Guinea","yes"
"337","Caribeans","Antigua, Special Reserve",1582,2015,72,"Costa Rica",3.5,"Guatemala","yes"
"338","Caribeans","Talamanca, Raul-Kekoldo community",1586,2015,72,"Costa Rica",3.25,"Costa Rica","yes"
"339","Caribeans","Anselmo Paraiso Estate",1586,2015,72,"Costa Rica",3.5,"Costa Rica","yes"
"340","Caribeans","Costa Rica",841,2012,72,"Costa Rica",3,"Costa Rica","yes"
"341","Caribeans","Costa Rica",845,2012,80,"Costa Rica",2.75,"Costa Rica","yes"
"342","Carlotta Chocolat","Arauca",1884,2016,65,"Colombia",3,"Colombia","yes"
"343","Carlotta Chocolat","Tumaco",1888,2016,65,"Colombia",3.25,"Colombia","yes"
"344","Carlotta Chocolat","Cordoba",1888,2016,65,"Colombia",3.25,"Colombia","yes"
"345","Carlotta Chocolat","Huila",1888,2016,65,"Colombia",3.5,"Colombia","yes"
"346","Carlotta Chocolat","Cesar",1888,2016,65,"Colombia",3.5,"Colombia","yes"
"347","Castronovo","Maya Mtn, Batch 454, Heirloom",1724,2016,72,"U.S.A.",4,"Belize","yes"
"348","Castronovo","the lost city, gracias a dias, batch 362",1570,2015,72,"U.S.A.",3.5,"Honduras","yes"
"349","Castronovo","Duarte, Batch 360",1570,2015,70,"U.S.A.",3.75,"Domincan Republic","yes"
"350","Castronovo","Piaroa, Amazonas, Batch 350",1574,2015,72,"U.S.A.",3.5,"Venezuela","yes"
"351","Castronovo","Sierra Nevada",1347,2014,72,"U.S.A.",3.5,"Colombia","yes"
"352","Castronovo","Arauca",1371,2014,76,"U.S.A.",3.5,"Colombia","yes"
"353","Castronovo","Elvesia P.",1407,2014,70,"U.S.A.",2.75,"Dominican Republic","yes"
"354","Castronovo","Bolivia",1101,2013,70,"U.S.A.",3,"Bolivia","yes"
"355","Castronovo","Conacado",1101,2013,73,"U.S.A.",3.5,"Dominican Republic","yes"
"356","Castronovo","San Martin",1105,2013,70,"U.S.A.",2.5,"Peru","yes"
"357","Castronovo","Guaniamo, Amazonas",1105,2013,70,"U.S.A.",3.25,"Venezuela","yes"
"358","Castronovo","Nicaragua",1109,2013,72,"U.S.A.",3.25,"Nicaragua","yes"
"359","Castronovo","Tumbes",1153,2013,70,"U.S.A.",2.75,"Peru","yes"
"360","Castronovo","Guaniamo",1153,2013,72,"U.S.A.",3,"Venezuela","yes"
"361","Cello","Ecuador",1247,2014,70,"U.S.A.",2.5,"Ecuador","yes"
"362","Cello","Peru",1247,2014,70,"U.S.A.",2.75,"Peru","yes"
"363","Cello","Venezuela",1251,2014,70,"U.S.A.",2.75,"Venezuela","yes"
"364","Cello","Bolivia",1251,2014,70,"U.S.A.",3,"Bolivia","yes"
"365","Cemoi","Equateur",404,2009,72,"France",2.75,"Ecuador","yes"
"366","Chaleur B","Uganda",1426,2014,70,"Canada",2.75,"Uganda","yes"
"367","Charm School","Maya Mtn",1900,2016,70,"U.S.A.",3.25,"Belize","yes"
"368","Chchukululu (Tulicorp)","Arriba",486,2010,55,"Ecuador",2.75,"Ecuador","no"
"369","Chchukululu (Tulicorp)","Los Rios",252,2008,75,"Ecuador",3,"Ecuador","yes"
"370","Chequessett","la Amistad",1235,2014,70,"U.S.A.",3.5,"Costa Rica","yes"
"371","Chocablog","Ecuador",1454,2015,70,"U.K.",3.25,"Ecuador","yes"
"372","Choco Del Sol","Maya Mountain w/ nibs",1407,2014,75,"Germany",3,"Belize","yes"
"373","Choco Del Sol","Maya Mountain",1407,2014,82,"Germany",3.25,"Belize","yes"
"374","Choco Dong","Mekong Delta, early 2014 Harvest",1696,2015,70,"South Korea",2.75,"Vietnam","yes"
"375","Choco Dong","Tawau, Oct. 2015 Harvest",1696,2015,70,"South Korea",3.5,"Malaysia","yes"
"376","Chocolarder","Peru",1482,2015,65,"U.K.",2.5,"Peru","yes"
"377","Chocolarder","Peru + nibs",1482,2015,65,"U.K.",2.75,"Peru","yes"
"378","Chocolarder","Dominican Republic",1514,2015,80,"U.K.",2.5,"Dominican Republic","yes"
"379","Chocola'te","Madagascar",647,2011,70,"U.S.A.",3.75,"Madagascar","yes"
"380","Chocola'te","Venezuela",647,2011,68,"U.S.A.",3.75,"Venezuela","yes"
"381","Chocolate Alchemist-Philly","Tumbes, ""Zarumilla""",1772,2016,90,"U.S.A.",2.5,"Peru","yes"
"382","Chocolate Con Amor","Wild Bolivian",1760,2016,70,"U.S.A.",2.5,"Bolivia","yes"
"383","Chocolate Con Amor","Uganda",1760,2016,70,"U.S.A.",2.75,"Uganda","yes"
"384","Chocolate Con Amor","Dominican Republic",1764,2016,60,"U.S.A.",3,"Dominican Republic","no"
"385","Chocolate Con Amor","Dominican Republic",1764,2016,75,"U.S.A.",3,"Dominican Republic","yes"
"386","Chocolate Con Amor","Ocumare",1764,2016,80,"U.S.A.",3,"Venezuela","yes"
"387","Chocolate Con Amor","Ecuador",1764,2016,70,"U.S.A.",3.25,"Ecuador","yes"
"388","Chocolate Con Amor","Nicaragua",1768,2016,80,"U.S.A.",2.75,"Nicaragua","yes"
"389","Chocolate Conspiracy","Peru",1259,2014,74,"U.S.A.",2.75,"Peru","yes"
"390","Chocolate Makers","Tres Hombres",1530,2015,75,"Amsterdam",3.25,"Dominican Republic","yes"
"391","Chocolate Makers","Congo, Gorilla bar",1530,2015,68,"Amsterdam",3.5,"Congo","yes"
"392","Chocolate Makers","Peru, Awagum bar",1530,2015,80,"Amsterdam",3.75,"Peru","yes"
"393","Chocolate Tree, The","Maranon",1582,2015,69,"Scotland",3.75,"Peru","yes"
"394","Chocolate Tree, The","Carenero Superior",1582,2015,80,"Scotland",3.75,"Venezuela","yes"
"395","Chocolate Tree, The","Peru",1121,2013,70,"Scotland",3.75,"Peru","yes"
"396","Chocolate Tree, The","Ecuador",919,2012,82,"Scotland",2.5,"Ecuador","yes"
"397","Chocolate Tree, The","Peru",919,2012,68,"Scotland",2.75,"Peru","yes"
"398","Chocolate Tree, The","Madagascar",919,2012,72,"Scotland",3.25,"Madagascar","yes"
"399","Chocolats Privilege","Xoconusco",1219,2014,70,"Canada",2.5,"Mexico","yes"
"400","ChocoReko","Patanemo",1454,2015,77,"Japan",3,"Venezuela","yes"
"401","Chocosol","Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65,"Canada",3.25,"Mexico","yes"
"402","Chocovic","Xoconusco",478,2010,71,"Spain",3.25,"Mexico","yes"
"403","Chocovic","Sambirano",478,2010,71,"Spain",3.5,"Madagascar","yes"
"404","Chocovic","Ocumare",209,2008,71,"Spain",3.5,"Venezuela","yes"
"405","Chocovic","Bolivar, Guaranda",117,2007,71,"Spain",2.5,"Ecuador","yes"
"406","Chocovic","Guyave",117,2007,71,"Spain",2.5,"Grenada","yes"
"407","Chocovivo","Tabasco",1522,2015,65,"U.S.A.",2.5,"Mexico","yes"
"408","Chocovivo","Tabasco",1522,2015,75,"U.S.A.",2.5,"Mexico","yes"
"409","Choklat","Ocumare",377,2009,80,"Canada",2.5,"Venezuela","yes"
"410","Choklat","Porcelana, Tabasco",377,2009,70,"Canada",2.75,"Mexico","yes"
"411","Choklat","Brazilian",377,2009,70,"Canada",3,"Brazil","yes"
"412","Choklat","Brazilian",377,2009,80,"Canada",3,"Brazil","yes"
"413","Choklat","Ocumare",377,2009,70,"Canada",3,"Venezuela","yes"
"414","Chokolat Elot (Girard)","Guadeloupe",1149,2013,42,"Martinique",2.75,"Martinique","no"
"415","Choocsol","Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75,"Canada",3.25,"Mexico","yes"
"416","Christopher Morel (Felchlin)","Maranon Canyon, Fortunato No. 4",666,2011,68,"Canada",3.75,"Peru","yes"
"417","Chuao Chocolatier","Choroni",445,2009,61,"U.S.A.",3,"Venezuela","yes"
"418","Chuao Chocolatier (Pralus)","Chuao",486,2010,77,"U.S.A.",2.75,"Venezuela","yes"
"419","Claudio Corallo","Terreiro Velho P.",470,2010,73.5,"Sao Tome",3.75,"Sao Tome & Principe","yes"
"420","Claudio Corallo","Terreiro Velho P. w/ sugar crystals",209,2008,80,"Sao Tome",3,"Sao Tome & Principe","yes"
"421","Claudio Corallo","Terreiro Velho P.",227,2008,75,"Sao Tome",4,"Sao Tome & Principe","yes"
"422","Claudio Corallo","Principe",252,2008,100,"Sao Tome",1,"Sao Tome & Principe","yes"
"423","Cloudforest","Camino Verde P., Balao, Guayas, 2014",1486,2015,73,"U.S.A.",3.5,"Ecuador","yes"
"424","Coleman & Davis","Sambirano",1646,2015,75,"U.S.A.",3,"Madagascar","yes"
"425","Compania de Chocolate (Salgado)","Sur del Lago",579,2010,70,"Argentina",3.25,"Venezuela","yes"
"426","Compania de Chocolate (Salgado)","Carenero Superior",292,2008,80,"Argentina",2.75,"Venezuela","yes"
"427","Compania de Chocolate (Salgado)","Moxos",292,2008,72,"Argentina",3.25,"Bolivia","yes"
"428","Compania de Chocolate (Salgado)","Ocumare",292,2008,70,"Argentina",3.75,"Venezuela","yes"
"429","Compania de Chocolate (Salgado)","Esmeraldas",296,2008,88,"Argentina",2.75,"Ecuador","yes"
"430","Condor","Camino Verde",1630,2015,76,"U.S.A.",3.5,"Ecuador","yes"
"431","Confluence","Tien Giang, 2015, batch 10-2-16",1916,2016,78,"U.S.A.",2.75,"Vietnam","yes"
"432","Coppeneur","Ecuador, Puristique",1169,2013,65,"Germany",3.25,"Ecuador","yes"
"433","Coppeneur","Ghana Puristique",813,2012,85,"Germany",3.5,"Ghana","yes"
"434","Coppeneur","Ecuador Puristique",817,2012,100,"Germany",1.5,"Ecuador","yes"
"435","Coppeneur","Uba Budo",821,2012,72,"Germany",3.75,"Sao Tome & Principe","yes"
"436","Coppeneur","Madagascar",959,2012,70,"Germany",3.5,"Madagascar","yes"
"437","Coppeneur","Grenada",470,2010,72,"Germany",3.25,"Grenada","yes"
"438","Coppeneur","Chuao",478,2010,70,"Germany",3,"Venezuela","yes"
"439","Coppeneur","Los Rios, H. Iara",558,2010,72,"Germany",2.5,"Ecuador","yes"
"440","Coppeneur","Trinidad",558,2010,72,"Germany",3,"Trinidad","yes"
"441","Coppeneur","Jamaica",558,2010,72,"Germany",3.25,"Jamaica","yes"
"442","Coppeneur","Ocumare 61",558,2010,72,"Germany",3.25,"Venezuela","yes"
"443","Coppeneur","Porcelana, Apotequil",341,2009,72,"Germany",3,"Peru","yes"
"444","Coppeneur","Porcelana, Apotequil",445,2009,62,"Germany",3.25,"Peru","yes"
"445","Coppeneur","Chuao 100hr",451,2009,70,"Germany",3.5,"Venezuela","yes"
"446","Coppeneur","Chuao 70hr",451,2009,70,"Germany",3.75,"Venezuela","yes"
"447","Coppeneur","Porcelana, Tabasco, Mexico",220,2008,72,"Germany",3,"Mexico","yes"
"448","Coppeneur","Porcelana, Venezuela",220,2008,72,"Germany",3,"Venezuela","yes"
"449","Coppeneur","Sambirano, Menava P.",196,2007,72,"Germany",3,"Madagascar","yes"
"450","Cravve","New Ireland",1283,2014,70,"Australia",2.5,"Papua New Guinea","yes"
"451","Cravve","Vanuatu, batch 2410",1335,2014,83,"Australia",2.75,"Vanuatu","yes"
"452","Cravve","Tanzania, batch a1",971,2012,75,"Australia",3.25,"Tanzania","yes"
"453","Cravve","Bahia, batch a1213",975,2012,65,"Australia",3.25,"Brazil","yes"
"454","Cravve","Namau Village, N. Taileva P., batch a2812",975,2012,67,"Australia",3.25,"Fiji","yes"
"455","Cravve","Vanuatu",975,2012,64,"Australia",3.25,"Vanuatu","yes"
"456","Cravve","Djual Island",975,2012,75,"Australia",3.5,"Papua New Guinea","yes"
"457","Creo","""heirloom"", Arriba Nacional",1736,2016,85,"U.S.A.",3.25,"Ecuador","yes"
"458","Creo","""heirloom"", Arriba Nacional",1736,2016,73,"U.S.A.",3.75,"Ecuador","yes"
"459","Daintree","Goodman Estate",1654,2015,70,"Australia",2.75,"Australia","yes"
"460","Daintree","Daintree Estates, N. Queensland",785,2011,70,"Australia",3.25,"Australia","yes"
"461","Dalloway","Dominican Republic, batch 7",1928,2017,72,"U.S.A.",2.75,"Dominican Republic","yes"
"462","Damson","Robson Estate",1610,2015,70,"U.K.",3,"Trinidad","yes"
"463","Damson","Los Rios",1610,2015,70,"U.K.",3.5,"Ecuador","yes"
"464","Damson","Crayfish Bay aka Non Pariel Estate",1666,2015,70,"U.K.",2.25,"Grenada","yes"
"465","Damson","O'Payo",1666,2015,70,"U.K.",2.75,"Nicaragua","yes"
"466","Dandelion","Maya Mtn., Break Bar- Snark",1446,2015,70,"U.S.A.",3,"Belize","yes"
"467","Dandelion","Maya Mountain",1219,2014,70,"U.S.A.",3.5,"Belize","yes"
"468","Dandelion","Camino Verde P., Balao, Guayas, 2013",1295,2014,70,"U.S.A.",3.5,"Ecuador","yes"
"469","Dandelion","Buto",1303,2014,70,"U.S.A.",2.75,"Liberia","yes"
"470","Dandelion","San Francisco de Macoris, Cibao region",1387,2014,70,"U.S.A.",3.75,"Dominican Republic","yes"
"471","Dandelion","Cumboto, farmer Jose Lugo",1026,2013,70,"U.S.A.",2.75,"Venezuela","yes"
"472","Dandelion","Patanemo",1026,2013,70,"U.S.A.",3.25,"Venezuela","yes"
"473","Dandelion","Mantuano, 2012",1085,2013,70,"U.S.A.",3.5,"Venezuela","yes"
"474","Dandelion","Papua New Guinea",1153,2013,70,"U.S.A.",3.5,"Papua New Guinea","yes"
"475","Dandelion","Upala",805,2012,70,"U.S.A.",3,"Costa Rica","yes"
"476","Dandelion","Colombian",805,2012,70,"U.S.A.",3.25,"Colombia","yes"
"477","Dandelion","Elvesia, 2011",915,2012,70,"U.S.A.",3.75,"Dominican Republic","yes"
"478","Dandelion","Dominican Republic",654,2011,70,"U.S.A.",3.25,"Dominican Republic","yes"
"479","Dandelion","Madagascar",654,2011,70,"U.S.A.",3.25,"Madagascar","yes"
"480","Dandelion","Tanzania",654,2011,70,"U.S.A.",3.25,"Tanzania","yes"
"481","Danta","Los Ujuxtes",1223,2014,82,"Guatemala",3.25,"Guatemala","yes"
"482","Danta","Chuao",987,2012,75,"Guatemala",3,"Venezuela","yes"
"483","Danta","Los Ujuxtes",987,2012,70,"Guatemala",3.75,"Guatemala","yes"
"484","Danta","Sambirano",987,2012,70,"Guatemala",3.75,"Madagascar","yes"
"485","Danta","Las Acacias E.",987,2012,70,"Guatemala",4,"Guatemala","yes"
"486","Danta","Oscuro, Finca Chimelb",991,2012,70,"Guatemala",3.25,"Guatemala","yes"
"487","Danta","Los Ujuxtes",661,2011,60,"Guatemala",3.5,"Guatemala","no"
"488","Danta","Las Acacias E.",423,2009,75,"Guatemala",3,"Guatemala","yes"
"489","Danta","Las Acacias E.",423,2009,60,"Guatemala",3.25,"Guatemala","no"
"490","DAR","Venezuela, batch 122",1920,2016,72,"U.S.A.",2.75,"Venezuela","yes"
"491","DAR","Vietnam",1920,2016,72,"U.S.A.",3,"Vietnam","yes"
"492","DAR","DUO, batch 002",1920,2016,70,"U.S.A.",3.25,"Ecuador, Costa Rica","yes"
"493","Dark Forest","Bolivia",1708,2016,75,"U.S.A.",3.25,"Bolivia","yes"
"494","Dark Forest","Madagascar",1550,2015,70,"U.S.A.",3,"Madagascar","yes"
"495","Dark Forest","Ocumare",1550,2015,70,"U.S.A.",3.25,"Venezuela","yes"
"496","Dark Forest","Tanzania",1554,2015,70,"U.S.A.",3,"Tanzania","yes"
"497","Dark Forest","Ecuador",1554,2015,70,"U.S.A.",3.25,"Ecuador","yes"
"498","Davis","Ghana",1093,2013,70,"U.S.A.",2.5,"Ghana","yes"
"499","Davis","Rainforest",1093,2013,70,"U.S.A.",2.75,"Dominican Republic","yes"
"500","Davis","Venezuela",1093,2013,70,"U.S.A.",2.75,"Venezuela","yes"
"501","Davis","West Africa",907,2012,58,"U.S.A.",3.25,"West Africa","no"
"502","De Mendes","Nativo, Varzea",1462,2015,72,"Brazil",3.5,"Brazil","yes"
"503","De Mendes","Selvagem, Jari",1462,2015,65,"Brazil",3.5,"Brazil","yes"
"504","De Villiers","Bundibugyo District",1832,2016,70,"South Africa",2.5,"Uganda","yes"
"505","De Villiers","Sambirano Valley, batch 2477",1832,2016,70,"South Africa",3,"Madagascar","yes"
"506","Dean and Deluca (Belcolade)","Madagascar",170,2007,66,"U.S.A.",2.5,"Madagascar","yes"
"507","Dean and Deluca (Belcolade)","Costa Rica",175,2007,64,"U.S.A.",3,"Costa Rica","yes"
"508","Dean and Deluca (Belcolade)","Ecuador",175,2007,71,"U.S.A.",3,"Ecuador","yes"
"509","Dean and Deluca (Belcolade)","Ghana",175,2007,60,"U.S.A.",3,"Ghana","no"
"510","Dean and Deluca (Belcolade)","Papua New Guinea",180,2007,64,"U.S.A.",3,"Papua New Guinea","yes"
"511","Dean and Deluca (Belcolade)","Peru",180,2007,64,"U.S.A.",3,"Peru","yes"
"512","Debauve & Gallais (Michel Cluizel)","Papua New Guinea",423,2009,64,"France",3,"Papua New Guinea","yes"
"513","Debauve & Gallais (Michel Cluizel)","Venezuela",263,2008,66,"France",3.75,"Venezuela","yes"
"514","Desbarres","Kilombero, batch 41",1916,2016,72,"Canada",2.5,"Tanzania","yes"
"515","DeVries","Bolivian",241,2008,80,"U.S.A.",2.75,"Bolivia","yes"
"516","DeVries","Costa Rica",166,2007,77,"U.S.A.",3.5,"Costa Rica","yes"
"517","DeVries","Dominican Republic",166,2007,77,"U.S.A.",3.5,"Dominican Republic","yes"
"518","Dick Taylor","Lanquin Estate",1952,2017,70,"U.S.A.",3.75,"Guatemala","yes"
"519","Dick Taylor","Tien Giang",1864,2016,78,"U.S.A.",3.5,"Vietnam","yes"
"520","Dick Taylor","Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70,"U.S.A.",3.75,"Bolivia","yes"
"521","Dick Taylor","Elvesia",1235,2014,74,"U.S.A.",3.5,"Dominican Republic","yes"
"522","Dick Taylor","Ecuador, Choc. Garage Exclusive",1034,2013,70,"U.S.A.",3.25,"Ecuador","yes"
"523","Dick Taylor","Camino Verde",1193,2013,76,"U.S.A.",3.5,"Ecuador","yes"
"524","Dick Taylor","Bolivia",895,2012,75,"U.S.A.",2.75,"Bolivia","yes"
"525","Dick Taylor","Belize",955,2012,72,"U.S.A.",2.75,"Belize","yes"
"526","Dick Taylor","Sambirano",661,2011,80,"U.S.A.",2.75,"Madagascar","yes"
"527","Dick Taylor","Sambirano",661,2011,72,"U.S.A.",3,"Madagascar","yes"
"528","Dick Taylor","Mantuano",682,2011,75,"U.S.A.",2.75,"Venezuela","yes"
"529","Dick Taylor","La Red",769,2011,74,"U.S.A.",3,"Dominican Republic","yes"
"530","Dick Taylor","Ecuador",769,2011,70,"U.S.A.",3.25,"Ecuador","yes"
"531","Doble & Bignall","Puerto Cabello",1688,2015,85,"U.K.",3,"Venezuela","yes"
"532","Doble & Bignall","Panama, Raven",1371,2014,72,"U.K.",3.25,"Panama","yes"
"533","Doble & Bignall","Puerto Cabello, Mantuano",1371,2014,72,"U.K.",3.25,"Venezuela","yes"
"534","Doble & Bignall","Johe",1407,2014,72,"U.K.",3.5,"Nicaragua","yes"
"535","Dole (Guittard)","O'ahu, N. Shore, Waialua Estate",311,2009,70,"U.S.A.",3.75,"Hawaii","yes"
"536","Dolfin (Belcolade)","Africa",304,2008,88,"Belgium",3,"West Africa","yes"
"537","Domori","Hacienda Victoria",1672,2015,70,"Italy",3.75,"Ecuador","yes"
"538","Domori","Ocumare 77",1672,2015,70,"Italy",3.75,"Venezuela","yes"
"539","Domori","IL100, H. San Jose",1109,2013,100,"Italy",3,"Venezuela","yes"
"540","Domori","Morogoro",863,2012,70,"Italy",3.5,"Tanzania","yes"
"541","Domori","Guasare",863,2012,70,"Italy",3.75,"Venezuela","yes"
"542","Domori","Canoabo, Hacienda San Jose",693,2011,70,"Italy",3.5,"Venezuela","yes"
"543","Domori","Chuao, Hacienda San Jose",470,2010,70,"Italy",3,"Venezuela","yes"
"544","Domori","Carupano, H. San Jose",227,2008,70,"Italy",3,"Venezuela","yes"
"545","Domori","Teyuna",272,2008,70,"Italy",3,"Colombia","yes"
"546","Domori","Porcelana",111,2007,70,"Italy",4,"Venezuela","yes"
"547","Domori","Ocumare 61, Puertomar",129,2007,75,"Italy",3.25,"Venezuela","yes"
"548","Domori","Granella",135,2007,60,"Italy",3.25,"Venezuela","no"
"549","Domori","Madagascar",135,2007,70,"Italy",3.5,"Madagascar","yes"
"550","Domori","Madagared",192,2007,70,"Italy",3.5,"Madagascar","yes"
"551","Domori","Java, Javablond",192,2007,70,"Italy",3.75,"Indonesia","yes"
"552","Domori","Ecuador",192,2007,70,"Italy",4,"Ecuador","yes"
"553","Domori","Ocumare 67, Puertofino",192,2007,70,"Italy",4,"Venezuela","yes"
"554","Domori","Sur del Lago Classificado",87,2006,70,"Italy",3,"Venezuela","yes"
"555","Domori","Apurimac",87,2006,70,"Italy",3.25,"Peru","yes"
"556","Domori","Carenero Superior",87,2006,70,"Italy",3.5,"Venezuela","yes"
"557","Dormouse","Non Pariel Estate",1880,2016,75,"U.K.",2.75,"Grenada","yes"
"558","Dormouse","Rio Caribe, Batch 7",1672,2015,70,"U.K.",2.5,"Venezuela","yes"
"559","Dormouse","Colombia, Batch 9",1676,2015,80,"U.K.",2.75,"Colombia","yes"
"560","Dormouse","Madagascar, Batch 8",1676,2015,77,"U.K.",2.75,"Madagascar","yes"
"561","Duffy's","Rio Dulce, Xoco",1662,2015,70,"U.K.",4,"Guatemala","yes"
"562","Duffy's","Chuno, Xoco",1331,2014,70,"U.K.",3.5,"Nicaragua","yes"
"563","Duffy's","Rico Rugoso, Xoco",1331,2014,76,"U.K.",3.75,"Nicaragua","yes"
"564","Duffy's","Ocumare",923,2012,72,"U.K.",3.75,"Venezuela","yes"
"565","Duffy's","Indio Rojo, Xoco",623,2011,72,"U.K.",3.75,"Honduras","yes"
"566","Duffy's","Dominican Republic",661,2011,65,"U.K.",3.5,"Dominican Republic","yes"
"567","Duffy's","Bocas del Toro, Tierra Oscura",697,2011,72,"U.K.",3,"Panama","yes"
"568","Duffy's","Nicaliso, Xoco",697,2011,71,"U.K.",3.25,"Nicaragua","yes"
"569","Duffy's","Ocumare",765,2011,71,"U.K.",3.5,"Venezuela","yes"
"570","Duffy's","Panama",516,2010,70,"U.K.",3.5,"Panama","yes"
"571","Duffy's","Corazon del Ecuador, Calceta beans",516,2010,72,"U.K.",3.75,"Ecuador","yes"
"572","Duffy's","Star of Ecuador",523,2010,70,"U.K.",2.5,"Ecuador","yes"
"573","Duffy's","Star of Peru",523,2010,70,"U.K.",3.75,"Peru","yes"
"574","Dulcinea","Dominican Republic",1506,2015,70,"U.S.A.",3.25,"Dominican Republic","yes"
"575","Durand","Madagascar",841,2012,82,"France",2.75,"Madagascar","yes"
"576","Durci","Maranon, Joya Rara",1626,2015,70,"U.S.A.",3.5,"Peru","yes"
"577","Durci","Rio Caribe, Tepui Treasure",1626,2015,70,"U.S.A.",3.5,"Venezuela","yes"
"578","Durci","Taino Secret",1630,2015,70,"U.S.A.",3.25,"Domincan Republic","yes"
"579","Durci","Carenero, Empyrean Sabor",1630,2015,70,"U.S.A.",3.25,"Venezuela","yes"
"580","Durci","Corona Arriba",1630,2015,70,"U.S.A.",4,"Ecuador","yes"
"581","East Van Roasters","Peru",1343,2014,70,"Canada",3.25,"Peru","yes"
